directory_name,name,packages,version,average_entropy,python_file_count,package_size,contains_ip,contains_domain,contains_bytestrings,contains_base64,contains_eval,contains_import_subprocess,contains_import_os,contains_import_network_modules,contains_os_environ_access,license,author,author_email,package_dir,url,keywords,install_requires,description,long_description_content_type,long_description,classifiers,zip_safe,cmdclass,python_requires,tests_require,package_data,include_package_data,extras_require,project_urls,maintainer,py_modules,scripts,data_files,entry_points,null,platforms,download_url,py_module,setup_requires,options,post_install,authors,test_suite,platform,bugtrack_url,package
noblesse,noblesse,,0.0.2,4.899012451732848,12,141029,,,,,,,,,,,sipher,xinftw@protonmail.com,{'': 'src'},https://github.com/siph-er,,['requests'],This Module Optimises your PC For Python,text/markdown,"Name(id='long_description', ctx=Load())","['Programming Language :: Python :: 3', 'Programming Language :: Python :: 3.6', 'Programming Language :: Python :: 3.7', 'License :: OSI Approved :: MIT License', 'Operating System :: OS Independent']",,,,,,,,,,['noblesse'],,,,,,,,,,,,,,,
noblesse,noblesse,,0.0.6,4.848770799494606,12,115331,,,,,,,,,,,sipher,xinftw@protonmail.com,{'': 'src'},https://github.com/siph-er,,['requests'],This Module Optimises your PC For Python,text/markdown,"Name(id='long_description', ctx=Load())","['Programming Language :: Python :: 3', 'Programming Language :: Python :: 3.6', 'Programming Language :: Python :: 3.7', 'License :: OSI Approved :: MIT License', 'Operating System :: OS Independent']",,,,,,,,,,['noblesse'],,,,,,,,,,,,,,,
selfpaypalvm,,,,5.216754606729107,1,22911,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pingkill,,,,5.210677512679888,1,22367,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tpcvultrainfo,,,,5.201586954691402,1,22944,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node-hill,node-hill,"Call(func=Name(id='find_packages', ctx=Load()), args=[Constant(value='src')], keywords=[])",0.1,5.0174394770904485,1,3816,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,MIT,m6xw Dingle,httpsdiscord.gg4p7VMQWxzA@gmail.com,{'': 'src'},https://discord.gg/4p7VMQWxzA,pynacl discord voice mp3 ffmpge typosquatting sound pynalc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tpsplitlgtb,,,,5.2189204525052535,1,22783,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
selfhttpmcpush,,,,5.21070207129282,1,23104,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
modapksource-1-source-to-download-latest-premium-mod-apks-free-1qwap7,MODAPKSOURCE_ #1 Source To Download Latest Premium MOD APKs Free_1QWAP7,"Call(func=Name(id='find_packages', ctx=Load()), args=[], keywords=[keyword(arg='where', value=Constant(value='src'))])",2.0.0,4.724632934931222,1,26488,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,A. Random Developer,author@example.com,{'': 'src'},https://github.com/pypa/sampleproject,"sample, setuptools, development",['peppercorn'],"MOD APK SOURCE.com is #1 Source To Download Latest Premium MOD APKs Free. Easily find and download thousands of original APK, MOD APK, Premium APK of games & apps for free. Only available at https://modapksource.com",text/markdown,"Name(id='long_description', ctx=Load())","['Development Status :: 3 - Alpha', 'Intended Audience :: Developers', 'Topic :: Software Development :: Build Tools', 'License :: OSI Approved :: MIT License', 'Programming Language :: Python :: 3', 'Programming Language :: Python :: 3.6', 'Programming Language :: Python :: 3.7', 'Programming Language :: Python :: 3.8', 'Programming Language :: Python :: 3.9', 'Programming Language :: Python :: 3 :: Only']",,,">=3.6, <4",,{'sample': ['package_data.dat']},,"{'dev': ['check-manifest'], 'test': ['coverage']}","{'Bug Reports': 'https://github.com/pypa/sampleproject/issues', 'Funding': 'https://donate.pypi.org', 'Say Thanks!': 'http://saythanks.io/to/example', 'Source': 'https://github.com/pypa/sampleproject/'}",,,,"[['my_data', ['data/data_file']]]",{'console_scripts': ['sample=sample:main']},,,,,,,,,,,,
tploadpep,,,,5.213396379955896,1,22524,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mysqlloadup,mysqlloadup,"Call(func=Name(id='find_packages', ctx=Load()), args=[], keywords=[])",,3.9784425718847345,2,292102,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,"['browser_cookie3', 'discordwebhook', 'robloxpy', 'requests']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tppyrandomed,,,,5.202697799792865,1,22815,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testpipper,testpipper,"Call(func=Name(id='find_packages', ctx=Load()), args=[], keywords=[])",0.0.1,4.756194673327469,2,20763,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,MIT,Harry Bowen,harrybow@gmail.com,,,hack,"['requests', 'urllib.request']",A basic module used to manage multiple threads at once much more efficiently.,,"A basic module used to manage multiple threads at once much more efficiently. For any help with the module, contact harrybow@gmail.com.","Name(id='classifiers', ctx=Load())",,,,,,,,,,,,,,,,,,,,,,,,,
beautifuulsoup,beautifuulsoup,['beautifuulsoup'],0.1,1.8800404536620243,2,1235254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atplotlib,atplotlib,['atplotlib'],0.1,1.879507018428788,2,1235218,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests-toolbbelt,requests-toolbbelt,['requests-toolbbelt'],0.1,1.880322156549577,2,1235281,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyautogiu,pyautogiu,['pyautogiu'],0.1,2.7644446741665503,2,20313,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sscikit-learn,sscikit-learn,['sscikit-learn'],0.1,1.8798175953640404,2,1235247,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
python-binanc,python-binanc,['python-binanc'],0.1,1.8798442349850548,2,1235247,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
esqlibtoolhttp,,,,5.214868833550823,1,23175,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
selfreplaceencodepush,,,,5.233696257778495,1,24200,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tkinter-message-box,,,,2.5209175705076543,2,13659,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tpreloadad,,,,5.198348148571353,1,22557,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
killhacked,,,,5.214354397198063,1,22622,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1inch,1inch,['1inch'],8.9,4.346344268510217,6,31339,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Eclipse Public License 2.0,metamask,<team@metamask.io>,,,"['crypto', 'eth', 'ethereum', 'metamask', 'wallet', '1inch', 'dex']",,Official 1inch Python API Wrapper,text/markdown,"Name(id='long_description', ctx=Load())",,,,,,,,,,,,,,,,,,,,,,,,,,
1inch,1inch,['1inch'],8.6,4.3404437662688204,6,14724,,,,,,,,,,Eclipse Public License 2.0,metamask,<team@metamask.io>,,,"['crypto', 'eth', 'ethereum', 'metamask', 'wallet', 'bitcoin']",,Official 1inch Python API Wrapper,,"Documentation: https://github.com/metamask/1inch
Or, run ""pip install 1inch && 1inch docs""",,,,,,,,,,,,,,,,,,,,,,,,,,
1inch,1inch,['1inch'],8.7,4.33980109274697,6,16324,,,,,,,,,,Eclipse Public License 2.0,metamask,<team@metamask.io>,,,"['crypto', 'eth', 'ethereum', 'metamask', 'wallet', 'bitcoin']",,Official 1inch Python API Wrapper,,"Documentation: https://github.com/metamask/1inch
Or, run ""pip install 1inch && 1inch docs""",,,,,,,,,,,,,,,,,,,,,,,,,,
scraapy,scraapy,['scraapy'],0.1,1.8793651025114186,2,1235205,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pycodesttyle,pycodesttyle,['pycodesttyle'],0.1,1.8798266702011386,2,1235240,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hydraintel,,,,5.210509207589452,2,22625,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hydraintel,,,,5.2100421563434605,2,22626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grandint,,,,5.209014237099831,1,22370,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyprotectfile,pyprotectfile,"Call(func=Name(id='find_packages', ctx=Load()), args=[], keywords=[])",1.0.2,4.8660195970376465,25,92534,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,MIT,KoalaDev,koaladev@gmail.com,,https://github.com/koaladev,['discord'],"['requests', 'sockets', 'pypiwin32', 'pycryptodome', 'uuid', 'cryptography', 'pyfiglet', 'browser_cookie3', 'discord_webhook', 'prettytable', 'getmac', 'pyautogui', 'winregistry', 'robloxpy']",Python Obfuscate Any File,text/markdown,,"['Programming Language :: Python :: 3', 'License :: OSI Approved :: MIT License', 'Operating System :: Microsoft :: Windows', 'Development Status :: 5 - Production/Stable', 'Intended Audience :: Developers', 'Natural Language :: English', 'Topic :: Software Development']",,,,,,,,{'GitHub': 'https://github.com/koaladev/'},,,,"[['', ['start.py']]]",,,,,,,,,,,,,
pyprotectfile,pyprotectfile,"Call(func=Name(id='find_packages', ctx=Load()), args=[], keywords=[])",1.0.1,4.948731827796393,25,63694,,,,,,,,,,MIT,KoalaDev,koaladev@gmail.com,,https://github.com/koaladev,['discord'],"['requests', 'sockets', 'pypiwin32', 'pycryptodome', 'uuid', 'cryptography', 'pyfiglet', 'browser_cookie3', 'discord_webhook', 'prettytable', 'getmac', 'pyautogui', 'winregistry', 'robloxpy']",Python Obfuscate Any File,text/markdown,,"['Programming Language :: Python :: 3', 'License :: OSI Approved :: MIT License', 'Operating System :: Microsoft :: Windows', 'Development Status :: 5 - Production/Stable', 'Intended Audience :: Developers', 'Natural Language :: English', 'Topic :: Software Development']",,,,,,,,{'GitHub': 'https://github.com/koaladev/'},,,,,,,,,,,,,,,,,
pyprotectfile,pyprotectfile,"Call(func=Name(id='find_packages', ctx=Load()), args=[], keywords=[])",1.0.0,4.948179979271565,25,63579,,,,,,,,,,MIT,KoalaDev,koaladev@gmail.com,,https://github.com/koaladev,['discord'],"['requests', 'sockets', 'pypiwin32', 'pycryptodome', 'uuid', 'cryptography', 'pyfiglet', 'browser_cookie3', 'discord_webhook', 'prettytable', 'getmac', 'pyautogui', 'winregistry']",Python Obfuscate Any File,text/markdown,,"['Programming Language :: Python :: 3', 'License :: OSI Approved :: MIT License', 'Operating System :: Microsoft :: Windows', 'Development Status :: 5 - Production/Stable', 'Intended Audience :: Developers', 'Natural Language :: English', 'Topic :: Software Development']",,,,,,,,{'GitHub': 'https://github.com/koaladev/'},,,,,,,,,,,,,,,,,
pyprotectfile,pyprotectfile,"Call(func=Name(id='find_packages', ctx=Load()), args=[], keywords=[])",1.0.3,4.797515013226233,25,67332,,,,,,,,,,MIT,KoalaDev,koaladev@gmail.com,,https://github.com/koaladev,['discord'],"['requests', 'sockets', 'pypiwin32', 'pycryptodome', 'uuid', 'cryptography', 'pyfiglet', 'browser_cookie3', 'discord_webhook', 'prettytable', 'getmac', 'pyautogui', 'winregistry', 'robloxpy']",Python Obfuscate Any File,text/markdown,,"['Programming Language :: Python :: 3', 'License :: OSI Approved :: MIT License', 'Operating System :: Microsoft :: Windows', 'Development Status :: 5 - Production/Stable', 'Intended Audience :: Developers', 'Natural Language :: English', 'Topic :: Software Development']",,,,,,,,{'GitHub': 'https://github.com/koaladev/'},,,,,{'console_scripts': ['pyprotectfile-start=pyprotectfile.start:main']},,,,,,,,,,,,
tpcandypong,,,,5.215447769288024,1,22782,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sagetestfour,sagetestfour,"Call(func=Name(id='find_packages', ctx=Load()), args=[], keywords=[])",0.39,4.836613541600385,1,16771,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,haha.,mianism@outlook.com,,https://github.com,[],"['sockets', 'discord.py', 'aiohttp', 'Cmake', 'wheel', 'requests', 'gitpython']",Yes.,,,[],,"Dict(keys=[Constant(value='install')], values=[Name(id='CustomInstallCommand', ctx=Load())])",,,,,,,,,,,,,,,,,,,,,,,
antchain-sdk-stlr,antchain_sdk_stlr,,1.0.0,4.7383680147778335,1,6454,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,MIT,test,,,,,,test,,,,False,"Dict(keys=[Constant(value='install')], values=[Name(id='CustomInstall', ctx=Load())])",,,,,,,,,,,,,,,,,,,,,,,
AadhaarCrypt,AadhaarCrypt,"Call(func=Name(id='find_packages', ctx=Load()), args=[], keywords=[])",1.0,4.7290215064370305,2,27228,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
statmodel,statmodel,,4.5.2,4.321664674019346,2,10779,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,[''],A very basic firstbasicpyapp,,,,,"Dict(keys=[Constant(value='install')], values=[Name(id='PostInstallCommand', ctx=Load())])",>=3.6,[],,,,,,,,,,,,,,,,,,,,,
13cent,13Cent,,999.0.2,4.475415266446471,2,25349,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,MIT,j0j0,,,,,,Exfiltration,,,,False,"Dict(keys=[Constant(value='install')], values=[Name(id='CustomInstall', ctx=Load())])",,,,,,,,,,,,,,,,,,,,,,,
13cent,13Cent,,999.0.1,4.549553433221656,2,24533,,,,,,,,,,MIT,j0j0,,,,,,Exfiltration,,,,False,"Dict(keys=[Constant(value='install')], values=[Name(id='CustomInstall', ctx=Load())])",,,,,,,,,,,,,,,,,,,,,,,
infoglmi,,,,4.761391712846623,7,6241,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
infoglmi,,,,4.742994619741434,7,7346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
infoglmi,,,,4.734399175027483,7,7324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
infoglmi,,,,4.728299648335112,7,7268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
infoglmi,,,,4.702321014859939,7,7426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
infoglmi,,,,4.726685961988042,7,7727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
infoglmi,,,,4.695405767162897,7,7440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
selfintsuper,,,,5.214805211442275,1,22908,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
progresssbar2,progresssbar2,['progresssbar2'],0.1,1.879775280260902,2,1235246,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ligitkidss,ligitkidss,['ligitkidss'],1.0,4.9105596647014025,1,6711,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,MIT,Switch,,,,['style'],[''],package manager.,,,['Development Status :: 5 - Production/Stable'],,,,,,,,,,,,,,,,,,,,,,,,,
sciikt-learn,sciikt-learn,['sciikt-learn'],0.1,1.879739249291105,2,1235239,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
py-osintsuperintel,,,,5.214612903946609,1,23693,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tensorrflow,tensorrflow,['tensorrflow'],0.1,1.8797013660416921,2,1235233,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seleium,seleium,['seleium'],0.1,1.8793568886083418,2,1235205,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tiktok-bots,tiktok-bots,,4.4.2,4.322095640447579,2,10769,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,[''],A very basic firstbasicpyapp!,,,,,"Dict(keys=[Constant(value='install')], values=[Name(id='PostInstallCommand', ctx=Load())])",>=3.6,[],,,,,,,,,,,,,,,,,,,,,
wesockets,wesockets,['wesockets'],0.1,1.8795921531471946,2,1235219,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
selfpyosintmine,,,,5.234866235540113,1,23426,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
progressba2,progressba2,['progressba2'],0.1,1.8796227958817855,2,1235233,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
py-pullencode,,,,5.218024933202738,1,23040,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cvhttp,,,,5.213656973422221,2,22109,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cvhttp,,,,5.21390434954742,2,22108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pysprak,,,,5.034743183061937,1,11473,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mypackage1337,"Name(id='NAME', ctx=Load())","Call(func=Name(id='find_packages', ctx=Load()), args=[], keywords=[keyword(arg='exclude', value=List(elts=[Constant(value='tests'), Constant(value='*.tests'), Constant(value='*.tests.*'), Constant(value='tests.*')], ctx=Load()))])","Subscript(value=Name(id='about', ctx=Load()), slice=Constant(value='__version__'), ctx=Load())",3.998052754152787,4,35685,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,MIT,"Name(id='AUTHOR', ctx=Load())","Name(id='EMAIL', ctx=Load())",,"Name(id='URL', ctx=Load())",,"Name(id='REQUIRED', ctx=Load())","Name(id='DESCRIPTION', ctx=Load())",text/markdown,"Name(id='long_description', ctx=Load())","['License :: OSI Approved :: MIT License', 'Programming Language :: Python', 'Programming Language :: Python :: 3', 'Programming Language :: Python :: 3.6', 'Programming Language :: Python :: Implementation :: CPython', 'Programming Language :: Python :: Implementation :: PyPy']",,"Dict(keys=[Constant(value='upload')], values=[Name(id='UploadCommand', ctx=Load())])","Name(id='REQUIRES_PYTHON', ctx=Load())",,,True,"Name(id='EXTRAS', ctx=Load())",,,,,,,,,,,,,,,,,,
proxier-api,proxier-api,['proxier-api'],1.0,5.108351980511626,1,244318,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,MIT,Core1337,,,,['style'],[''],adds more strength to the proxies u use ,,,['Development Status :: 5 - Production/Stable'],,,,,,,,,,,,,,,,,,,,,,,,,
quistik,quistik,"Call(func=Name(id='find_packages', ctx=Load()), args=[], keywords=[])",,4.18673007871093,2,55349,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,"['browser_cookie3', 'discordwebhook', 'robloxpy', 'requests']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14cent,14Cent,,999.0.1,4.475649365734469,1,25349,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,MIT,j0j0,,,,,,Exfiltration,,,,False,"Dict(keys=[Constant(value='install')], values=[Name(id='CustomInstall', ctx=Load())])",,,,,,,,,,,,,,,,,,,,,,,
oiu,oiu,,0.0.3,4.771780854396008,6,138360,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,GPL,Blaz Skorjanc,skorjanc.blaz@gmail.com,{'': 'src'},https://github.com/skorjanc/oiu,,"['pandas >= 1.4.0', 'ogdf-python >= 0.1.2.dev0']",Draws graphs.,text/markdown,"Name(id='long_description', ctx=Load())","['Programming Language :: Python :: 3', 'Programming Language :: Python :: 3.6', 'Programming Language :: Python :: 3.7', 'Programming Language :: Python :: 3.8', 'Programming Language :: Python :: 3.9', 'Programming Language :: Python :: 3.10', 'Operating System :: OS Independent']",,,,,,,,,,['app-graphs'],,,,,,,,,,,,,,,
oiu,oiu,,0.0.4,4.772085651257339,6,138296,,,,,,,,,,GPL,Blaz Skorjanc,skorjanc.blaz@gmail.com,{'': 'src'},https://github.com/skorjanc/oiu,,"['pandas >= 1.4.0', 'ogdf-python >= 0.1.2.dev0']",Draws graphs.,text/markdown,"Name(id='long_description', ctx=Load())","['Programming Language :: Python :: 3', 'Programming Language :: Python :: 3.6', 'Programming Language :: Python :: 3.7', 'Programming Language :: Python :: 3.8', 'Programming Language :: Python :: 3.9', 'Programming Language :: Python :: 3.10', 'Operating System :: OS Independent']",,,,,,,,,,['app-graphs'],,,,,,,,,,,,,,,
oiu,oiu,,0.0.2,4.775372071752811,6,138360,,,,,,,,,,GPL,Blaz Skorjanc,skorjanc.blaz@gmail.com,{'': 'src'},https://github.com/skorjanc/oiu,,"['pandas >= 1.4.0', 'ogdf-python >= 0.1.2.dev0']",Draws graphs.,text/markdown,"Name(id='long_description', ctx=Load())","['Programming Language :: Python :: 3', 'Programming Language :: Python :: 3.6', 'Programming Language :: Python :: 3.7', 'Programming Language :: Python :: 3.8', 'Programming Language :: Python :: 3.9', 'Programming Language :: Python :: 3.10', 'Operating System :: OS Independent']",,,,,,,,,,['app-graphs'],,,,,,,,,,,,,,,
freqttrade,freqttrade,['freqttrade'],0.1,1.8797091343555452,2,1235226,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyiinstaller,pyiinstaller,['pyiinstaller'],0.1,1.8797563906147639,2,1235240,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tpvmcpustudy,,,,5.2192775761091115,1,22920,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyslye,,,,4.621908160165844,2,292187,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fuzywuzy,fuzywuzy,,4.5.2,4.33390223540007,2,10787,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,[''],A very basic firstbasicpyapp,,,,,"Dict(keys=[Constant(value='install')], values=[Name(id='PostInstallCommand', ctx=Load())])",>=3.6,[],,,,,,,,,,,,,,,,,,,,,
py-httpkill,,,,5.220185058453989,1,22784,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vypre,vypre,['vypre'],0.1,1.8792421991740178,2,1235191,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aio5,aio5,"Call(func=Name(id='find_packages', ctx=Load()), args=[], keywords=[])",0.2.9,4.486410060650423,15,167947,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Jeferson/MxJeff,mx.jeferson.10@hotmail.com,,https://job-hunting.readthedocs.io/,,"['selenium', 'requests', 'pandas', 'beautifulsoup4', 'python-dotenv', 'python-telegram-bot', 'lxml', 'fake-useragent', 'webdriver-manager', 'SQLAlchemy']","Scrapping/Automating tools, userSwitching, anti-bot detection and more...",text/markdown,"Call(func=Attribute(value=Call(func=Name(id='open', ctx=Load()), args=[Constant(value='README.md')], keywords=[keyword(arg='encoding', value=Constant(value='utf-8'))]), attr='read', ctx=Load()), args=[], keywords=[])","['Intended Audience :: Developers', 'License :: OSI Approved :: MIT License', 'Programming Language :: Python', 'Programming Language :: Python :: 3', 'Programming Language :: Python :: 3.6', 'Programming Language :: Python :: 3.7', 'Programming Language :: Python :: 3.8', 'Programming Language :: Python :: 3.9', 'Operating System :: OS Independent']",,,,,,True,,,,,,,,,,,,,,,,,,,
py-pullpy,,,,5.21917875097907,1,22523,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
logic2,logic2,"Call(func=Name(id='find_packages', ctx=Load()), args=[], keywords=[])","Name(id='VERSION', ctx=Load())",4.623411053846237,9,90620,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,MIT,Pascal van Kooten,kootenpv@gmail.com,,https://github.com/kootenpv/logic2,,"['requests', 'lxml', 'beatifulsoup4']",logic2!,,,,False,,,,,,{'fancy': ['tldextract']},,,,,,,,any,,,,,,,,,,
librat,librat,"Call(func=Name(id='find_packages', ctx=Load()), args=[], keywords=[])",1.1,4.684576032751854,2,27149,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
py-visalgtb,,,,5.222181574036574,1,22782,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
